,enterprise_id,enterprise_name,enterprise_name_code
2291,75820817-1,北京澳西物业管理,"['0121100', '0009060', '0371840', '0106040', '0275200', '0321000', '0887770', '0161150']"
2292,67146875-5,北京首万物业服务天津分,"['0121100', '0009060', '0806020', '0102270', '0275200', '0321000', '0772470', '0274270', '0108040', '0351070', '0802270']"
2293,70541491-6,厦门佰仕达物业管理,"['0712470', '0370010', '0212620', '0242100', '0343080', '0275200', '0321000', '0887770', '0161150']"
2294,79807177-1,厦门保翔物业管理,"['0712470', '0370010', '0262940', '0875200', '0275200', '0321000', '0887770', '0161150']"
2295,70549997-2,厦门柏煜物业服务,"['0712470', '0370010', '0469020', '0968180', '0275200', '0321000', '0772470', '0274270']"
2296,58977159-5,天津市昕和物业管理,"['0108040', '0351070', '0002270', '0620210', '0269000', '0275200', '0321000', '0887770', '0161150']"
2297,69405378-X,天津市诺洁物业管理集团,"['0108040', '0351070', '0002270', '0347640', '0341610', '0275200', '0321000', '0887770', '0161150', '0209040', '0602400']"
2298,72446407-0,天津市阳升物业管理,"['0108040', '0351070', '0002270', '0762000', '0244000', '0275200', '0321000', '0887770', '0161150']"
2299,70047733-6,天津市隆达物业管理,"['0108040', '0351070', '0002270', '0772150', '0343080', '0275200', '0321000', '0887770', '0161150']"
2300,77739099-2,安徽创源物业管理,"['0304040', '0282400', '0827000', '0311960', '0275200', '0321000', '0887770', '0161150']"
2301,67589649-0,安徽华地物业管理服务,"['0304040', '0282400', '0244010', '0441120', '0275200', '0321000', '0887770', '0161150', '0772470', '0274270']"
2302,59019983-X,安徽海亮物业管理,"['0304040', '0282400', '0381570', '0002170', '0275200', '0321000', '0887770', '0161150']"
2303,06361744-6,安徽海亮物业管理阜阳分,"['0304040', '0282400', '0381570', '0002170', '0275200', '0321000', '0887770', '0161150', '0274070', '0762000', '0802270']"
2304,MA2NTUGY-1,安徽阜顺物业管理,"['0304040', '0282400', '0274070', '0210820', '0275200', '0321000', '0887770', '0161150']"
2305,76479892-1,安徽鸿润物业管理,"['0304040', '0282400', '0371270', '0371200', '0275200', '0321000', '0887770', '0161150']"
2306,76129753-1,广东康景物业服务天津分,"['0002000', '0409040', '0002990', '0609060', '0275200', '0321000', '0772470', '0274270', '0108040', '0351070', '0802270']"
2307,78387885-5,广东康景物业服务惠州分,"['0002000', '0409040', '0002990', '0609060', '0275200', '0321000', '0772470', '0274270', '0503330', '0320000', '0802270']"
2308,74369188-5,广东朗洁物业服务,"['0002000', '0409040', '0377200', '0341610', '0275200', '0321000', '0772470', '0274270']"
2309,05272154-7,广西加丁物业管理,"['0002000', '0106040', '0460000', '0102000', '0275200', '0321000', '0887770', '0161150']"
2310,13225977-8,上海市园林设计研究总院,"['0211000', '0381570', '0002270', '0602120', '0449900', '0377470', '0347000', '0116400', '0304170', '0803360', '0732120']"
2311,42500240-7,上海市水利工程设计研究院,"['0211000', '0381570', '0002270', '0129000', '0229000', '0101020', '0269140', '0377470', '0347000', '0116400', '0304170', '0732120']"
2312,42500103-3,上海市隧道工程轨道交通设计研究院,"['0211000', '0381570', '0002270', '0782330', '0383060', '0101020', '0269140', '0445170', '0383060', '0004080', '0373020', '0377470', '0347000', '0116400', '0304170', '0732120']"
2313,19354829-0,佛山南方建筑设计院,"['0252270', '0227700', '0402270', '0002270', '0154000', '0881170', '0377470', '0347000', '0732120']"
2314,45607307-2,佛山市城市规划设计研究院,"['0252270', '0227700', '0002270', '0431500', '0002270', '0578120', '0520000', '0377470', '0347000', '0116400', '0304170', '0732120']"
2315,19353160-8,佛山电力设计院,"['0252270', '0227700', '0507160', '0400270', '0377470', '0347000', '0732120']"
2316,58086501-8,北京北排水务设计研究院,"['0121100', '0009060', '0121100', '0510110', '0129000', '0274270', '0377470', '0347000', '0116400', '0304170', '0732120']"
2317,10205125-5,北京北林地景园林规划设计院,"['0121100', '0009060', '0121100', '0449900', '0441120', '0609060', '0602120', '0449900', '0578120', '0520000', '0377470', '0347000', '0732120']"
2318,77041975-6,北京博雅方略旅游景观规划设计院,"['0121100', '0009060', '0430420', '0702150', '0002270', '0670640', '0082320', '0381470', '0609060', '0774120', '0578120', '0520000', '0377470', '0347000', '0732120']"
2319,10172046-1,北京城建勘测设计研究院,"['0121100', '0009060', '0431500', '0154000', '0447270', '0321000', '0377470', '0347000', '0116400', '0304170', '0732120']"
2320,71770271-2,北京市工业设计研究院,"['0121100', '0009060', '0002270', '0101020', '0321000', '0377470', '0347000', '0116400', '0304170', '0732120']"
2321,59769214-1,北京市建筑设计研究院,"['0121100', '0009060', '0002270', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120']"
2322,70036279-0,北京市弘都城市规划建筑设计院,"['0121100', '0009060', '0002270', '0122310', '0476270', '0431500', '0002270', '0578120', '0520000', '0154000', '0881170', '0377470', '0347000', '0732120']"
2323,10150788-X,北京市电信工程设计院,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120']"
2324,MA5AQBWX-0,北京市电信工程设计院广州分,"['0121100', '0009060', '0002270', '0507160', '0202610', '0101020', '0269140', '0377470', '0347000', '0732120', '0002000', '0320000', '0802270']"
2325,10194006-9,北京电信规划设计院,"['0121100', '0009060', '0507160', '0202610', '0578120', '0520000', '0377470', '0347000', '0732120']"
2326,06257249-3,华东建筑设计研究院华东建筑设计研究总院,"['0244010', '0409040', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120', '0244010', '0409040', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0803360', '0732120']"
2327,06595226-4,华东建筑设计研究院华东都市建筑设计研究总院,"['0244010', '0409040', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120', '0244010', '0409040', '0476270', '0002270', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0803360', '0732120']"
2328,06254286-8,华东建筑设计研究院规划建筑设计院,"['0244010', '0409040', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120', '0578120', '0520000', '0154000', '0881170', '0377470', '0347000', '0732120']"
2329,48561915-0,安庆市城乡规划设计院,"['0304040', '0002840', '0002270', '0431500', '0202020', '0578120', '0520000', '0377470', '0347000', '0732120']"
2330,59266667-3,安徽中汇规划勘测设计研究院股份,"['0304040', '0282400', '0500060', '0311100', '0578120', '0520000', '0447270', '0321000', '0377470', '0347000', '0116400', '0304170', '0732120', '0772470', '0282270']"
2331,17219972-2,安阳市建筑设计研究院,"['0304040', '0762000', '0002270', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120']"
2332,17219923-9,安阳市规划设计院,"['0304040', '0762000', '0002270', '0578120', '0520000', '0377470', '0347000', '0732120']"
2333,45786769-1,巴音郭楞蒙古自治州水利水电勘测设计院,"['0777170', '0006010', '0074270', '0469270', '0442320', '0406000', '0260000', '0331600', '0320000', '0129000', '0229000', '0129000', '0507160', '0447270', '0321000', '0377470', '0347000', '0732120']"
2334,19146575-8,广东市桥建筑设计院,"['0002000', '0409040', '0002270', '0429280', '0154000', '0881170', '0377470', '0347000', '0732120']"
2335,73759424-5,广东水科院勘测设计院,"['0002000', '0409040', '0129000', '0249000', '0732120', '0447270', '0321000', '0377470', '0347000', '0732120']"
2336,45585729-7,广东省冶金建筑设计研究院,"['0002000', '0409040', '0906020', '0331600', '0801090', '0154000', '0881170', '0377470', '0347000', '0116400', '0304170', '0732120']"
2337,45585813-4,广东省水利电力勘测设计研究院,"['0002000', '0409040', '0906020', '0129000', '0229000', '0507160', '0400270', '0447270', '0321000', '0377470', '0347000', '0116400', '0304170', '0732120']"
2338,45585853-X,广东省重工建筑设计院,"['0002000', '0409040', '0906020', '0201050', '0101020', '0154000', '0881170', '0377470', '0347000', '0732120']"
2339,55542211-9,方特设计院,"['0002270', '0245410', '0377470', '0347000', '0732120']"
2340,13220082-1,中国宝武钢铁集团,"['0500060', '0601030', '0301030', '0131400', '0877200', '0857800', '0209040', '0602400']"
2341,75460657-8,中新钢铁集团,"['0500060', '0029210', '0877200', '0857800', '0209040', '0602400']"
2342,76105373-X,乌海市包钢万腾钢铁,"['0271270', '0381570', '0002270', '0277120', '0877200', '0102270', '0792270', '0877200', '0857800']"
2343,MA6K6FQ7-2,云南五羊钢模,"['0107320', '0402270', '0101020', '0805010', '0877200', '0449840']"
2344,73879551-6,五矿营口中板,"['0101020', '0106000', '0446060', '0600000', '0500060', '0429470']"
2345,30847304-X,任丘市汇德金属制品,"['0222140', '0721020', '0002270', '0311100', '0242310', '0801090', '0772270', '0222000', '0606600']"
2346,06845501-X,佛山市镒辰钢铁,"['0252270', '0227700', '0002270', '0887120', '0712320', '0877200', '0857800']"
2347,56263384-6,佛山市顺德区志拓钢铁实业,"['0252270', '0227700', '0002270', '0210820', '0242310', '0717140', '0403310', '0510620', '0877200', '0857800', '0308040', '0321000']"
2348,79016294-3,内蒙古鄂尔多斯冶金,"['0402270', '0442320', '0406000', '0672270', '0279020', '0272070', '0428210', '0331600', '0801090']"
2349,11439255-9,包头钢铁（集团）,"['0277120', '0348000', '0877200', '0857800', '0000000', '0209040', '0602400', '0000000']"
2350,70023431-8,北京首钢股份,"['0121100', '0009060', '0806020', '0877200', '0772470', '0282270']"
2351,77778241-9,台安县嘉恒铁合金,"['0236000', '0304040', '0777320', '0404610', '0910160', '0857800', '0806010', '0801090']"
2352,72160958-8,唐山市德龙钢铁,"['0002650', '0227700', '0002270', '0242310', '0430140', '0877200', '0857800']"
2353,74018783-5,唐山燕山钢铁,"['0002650', '0227700', '0443310', '0227700', '0877200', '0857800']"
2354,75813657-7,天津一片天地钢铁,"['0108040', '0351070', '0100000', '0220270', '0108040', '0441120', '0877200', '0857800']"
2355,66884622-5,天津市利达元钢管,"['0108040', '0351070', '0002270', '0229000', '0343080', '0102120', '0877200', '0887770']"
2356,77063005-X,天津江海冷弯型钢,"['0108040', '0351070', '0311120', '0381570', '0381320', '0000270', '0121040', '0877200']"
2357,MA0712JR-6,天津沧海钢铁,"['0108040', '0351070', '0381120', '0381570', '0877200', '0857800']"
2358,77131084-0,天铁热轧板,"['0108040', '0857800', '0553310', '0425100', '0429470']"
2359,70691922-X,宝武集团鄂城钢铁,"['0301030', '0131400', '0209040', '0602400', '0672270', '0431500', '0877200', '0857800']"
2360,57241911-4,宝钢湛江钢铁,"['0301030', '0877200', '0341180', '0311120', '0877200', '0857800']"
2361,57393336-9,山东冠县金盛板业,"['0227700', '0409040', '0372140', '0777320', '0801090', '0531020', '0429470', '0321000']"
2362,MA1P0RQE-5,常州希诺泰型钢,"['0902270', '0320000', '0402270', '0347640', '0509090', '0121040', '0877200']"
2363,MA20A81Q-6,常州星南冶金科技,"['0902270', '0320000', '0601050', '0402270', '0331600', '0801090', '0249000', '0540470']"
2364,58762931-7,广州薄板,"['0002000', '0320000', '0441420', '0429470']"
2365,78213554-X,广西钢铁集团,"['0002000', '0106040', '0877200', '0857800', '0209040', '0602400']"
2366,10651069-0,承德钢铁集团,"['0172320', '0242310', '0877200', '0857800', '0209040', '0602400']"
2367,71940200-0,昆明钢铁集团,"['0607120', '0670200', '0877200', '0857800', '0209040', '0602400']"
2368,73673726-7,本溪北营钢铁（集团）股份,"['0502300', '0321840', '0121100', '0446060', '0877200', '0857800', '0000000', '0209040', '0602400', '0000000', '0772470', '0282270']"
2369,56462557-5,本钢集团,"['0502300', '0877200', '0209040', '0602400']"
2370,66827853-9,丘北县拓岩矿业开发,"['0721020', '0121100', '0777320', '0510620', '0226020', '0106000', '0321000', '0104400', '0234070']"
2371,70910626-7,东丹矿业开发,"['0409040', '0774400', '0106000', '0321000', '0104400', '0234070']"
2372,69593613-8,东乌珠穆沁旗小坝梁矿业,"['0409040', '0271270', '0151900', '0269220', '0331000', '0082810', '0900000', '0471820', '0339040', '0106000', '0321000']"
2373,13064263-4,东宁县金厂乡鑫城金矿,"['0409040', '0302010', '0777320', '0801090', '0712000', '0202020', '0801190', '0431500', '0801090', '0106000']"
2374,66385591-5,东宁市大向东矿业,"['0409040', '0302010', '0002270', '0408000', '0272200', '0409040', '0106000', '0321000']"
2375,22052577-3,中核陕西铀浓缩,"['0500060', '0409820', '0752800', '0106040', '0857600', '0341320', '0231620']"
2376,74367500-9,中核韶关锦原铀业,"['0500060', '0409820', '0076620', '0808040', '0867270', '0712960', '0857600', '0321000']"
2377,26717678-5,中矿金业股份,"['0500060', '0106000', '0801090', '0321000', '0772470', '0282270']"
2378,71093524-9,中色镍业,"['0500060', '0277170', '0867940', '0321000']"
2379,72298303-7,中金黄金股份,"['0500060', '0801090', '0448060', '0801090', '0772470', '0282270']"
2380,11001102-6,中铝山西铝业,"['0500060', '0867600', '0227700', '0106040', '0867600', '0321000']"
2381,MA6KTH0G-1,云南云帆有色金属股份,"['0107320', '0402270', '0107320', '0472100', '0402270', '0277170', '0801090', '0772270', '0772470', '0282270']"
2382,77552336-8,云南云铜马关有色金属,"['0107320', '0402270', '0107320', '0877200', '0771270', '0808040', '0402270', '0277170', '0801090', '0772270']"
2383,79989538-5,云南元江建龙矿业,"['0107320', '0402270', '0102120', '0311120', '0154000', '0430140', '0106000', '0321000']"
2384,66829081-0,云南牟定兴宏有色金属,"['0107320', '0402270', '0235000', '0308010', '0908010', '0307320', '0402270', '0277170', '0801090', '0772270']"
2385,76042189-5,云南牟定兴宏铜业,"['0107320', '0402270', '0235000', '0308010', '0908010', '0307320', '0877200', '0321000']"
2386,78169506-X,云南省宁蒗县广盛矿业,"['0107320', '0402270', '0906020', '0302010', '0441320', '0777320', '0002000', '0531020', '0106000', '0321000']"
2387,21799132-7,云南省建水县永生实业,"['0107320', '0402270', '0906020', '0154000', '0129000', '0777320', '0309020', '0251000', '0308040', '0321000']"
2388,74528076-4,云南省易门县华三铜业,"['0107320', '0402270', '0906020', '0602270', '0370010', '0777320', '0244010', '0101010', '0877200', '0321000']"
2389,69591107-X,内蒙古运昇镁业科技,"['0402270', '0442320', '0406000', '0313030', '0604400', '0887840', '0321000', '0249000', '0540470']"
2390,79716773-9,内蒙古金中矿业,"['0402270', '0442320', '0406000', '0801090', '0500060', '0106000', '0321000']"
2391,76106845-6,内蒙古金山矿业,"['0402270', '0442320', '0406000', '0801090', '0227700', '0106000', '0321000']"
2392,11412563-7,内蒙古金陶股份,"['0402270', '0442320', '0406000', '0801090', '0772200', '0772470', '0282270']"
2393,70909512-3,四川九寨沟马脑壳金矿开发,"['0602120', '0220000', '0400170', '0309040', '0371200', '0771270', '0702720', '0402170', '0801090', '0106000', '0104400', '0234070']"
2394,21325040-9,四川会理大铜,"['0602120', '0220000', '0807320', '0161150', '0408000', '0877200']"
2395,21325061-X,四川会理铅锌股份,"['0602120', '0220000', '0807320', '0161150', '0877610', '0807410', '0772470', '0282270']"
2396,16534129-2,山东恒邦冶炼股份,"['0227700', '0409040', '0910160', '0570270', '0331600', '0958940', '0772470', '0282270']"
2397,16523689-8,山东招金集团,"['0227700', '0409040', '0570620', '0801090', '0209040', '0602400']"
2398,72622415-0,山东烟台鑫泰黄金矿业,"['0227700', '0409040', '0968000', '0236000', '0801190', '0509090', '0448060', '0801090', '0106000', '0321000']"
2399,69024915-2,广西钦州祥云飞龙再生科技,"['0002000', '0106040', '0877820', '0320000', '0382510', '0107320', '0120130', '0430140', '0104470', '0251000', '0249000', '0540470']"
2400,69024915-3,上海浦东新区张江职业技能培训中心,"['0211000', '0381570', '0331270', '0409040', '0029210', '0717140', '0122340', '0311120', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0500060', '0330000']"
2401,69024915-4,上海长宁万宏工业职业技能培训中心,"['0211000', '0381570', '0427300', '0302010', '0102270', '0307320', '0101020', '0321000', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0500060', '0330000']"
2402,MA3UFUEY-0,东营区腾达职业技能培训学校,"['0409040', '0446060', '0717140', '0792270', '0343080', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2403,MA3UFUEY-1,临沂市兰山区银河职业培训学校,"['0280630', '0321210', '0002270', '0801010', '0227700', '0717140', '0877320', '0311200', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2404,MA6PXNLX-7,云南企安职业技能培训学校,"['0107320', '0402270', '0801010', '0304040', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2405,MA6PXNLX-8,北京市朝阳区奥博职业技能培训学校,"['0121100', '0009060', '0002270', '0474200', '0762000', '0717140', '0278040', '0430420', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2406,MA6PXNLX-9,北京市海淀区育才职业技能培训学校,"['0121100', '0009060', '0002270', '0381570', '0331810', '0717140', '0002270', '0402000', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2407,MA5Q5UEG-9,北海市军创园职业技能培训学校,"['0121100', '0381570', '0002270', '0375040', '0827000', '0602120', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2408,MA5Q5UEG-10,南京市佑佐职业培训学校,"['0402270', '0009060', '0002270', '0242600', '0242120', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2409,MA5Q5UEG-11,南京红五星职业培训学校,"['0402270', '0009060', '0211120', '0101020', '0601050', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2410,MA39BY39-6,南昌市红谷滩新区尚品计算机职业技能培训学校,"['0402270', '0606000', '0002270', '0211120', '0806080', '0301150', '0029210', '0717140', '0902270', '0606600', '0347000', '0884460', '0479100', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2411,MA2WKDCG-1,合肥市瞳视职业技能培训学校,"['0806010', '0772170', '0002270', '0600150', '0372120', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2412,MA2WKDCG-2,吴川市蓝天职业培训学校,"['0608040', '0220000', '0002270', '0441020', '0108040', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2413,MA0FQ1JG-7,唐山易海职业培训学校,"['0002650', '0227700', '0602270', '0381570', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2414,MA9G6GD3-1,商丘市党爽职业培训学校,"['0002270', '0721020', '0002270', '0902120', '0408040', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2415,MA9G6GD3-2,天津市武清区宏达职业培训学校,"['0108040', '0351070', '0002270', '0131400', '0351270', '0717140', '0307320', '0343080', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2416,MA9G6GD3-3,山东技能桥职业培训学校,"['0227700', '0409040', '0540470', '0222120', '0429280', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2417,MA6A9JXG-9,成都市五八职业技能培训学校,"['0532000', '0476270', '0002270', '0101020', '0800000', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2418,MA6A9JXG-10,成都恒捷金融职业技能培训学校,"['0532000', '0476270', '0910160', '0550810', '0801090', '0152360', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2419,MA23FM9W-4,无锡市滨湖区华飞航空职业技能培训学校,"['0104120', '0867270', '0002270', '0331810', '0371200', '0717140', '0244010', '0120130', '0204170', '0301020', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2420,MA49ML00-X,武汉时代智能职业技术学校,"['0131400', '0371400', '0640000', '0232400', '0866000', '0222120', '0164800', '0321000', '0540470', '0439000', '0904070', '0409480']"
2421,MA23R697-1,江苏尊佲职业培训学校,"['0311120', '0443300', '0803460', '0272620', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2422,MA23R697-2,济宁市任城区商道职业培训学校,"['0301240', '0302010', '0002270', '0222140', '0431500', '0717140', '0002270', '0383060', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2423,MA23R697-3,涟水县华兰职业培训学校,"['0341350', '0129000', '0777320', '0244010', '0801010', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2424,MA23M2UT-7,溧阳苏力机电职业技能培训学校,"['0311940', '0762000', '0443300', '0400270', '0479100', '0507160', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2425,MA3UG8QG-5,烟台市福山区宝森职业技能培训学校,"['0968000', '0236000', '0002270', '0312660', '0227700', '0717140', '0301030', '0409940', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2426,MA24M8YJ-8,立思维职业技能培训（江苏）,"['0001080', '0603300', '0201150', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0000000', '0311120', '0443300', '0000000']"
2427,MA24M8YJ-9,肥东县民族职业培训学校,"['0772170', '0409040', '0777320', '0777470', '0082840', '0164800', '0321000', '0401610', '0327000', '0904070', '0409480']"
2428,MA10R0GK-1,辽宁金枫职业技能培训学校,"['0373020', '0302010', '0801090', '0479100', '0164800', '0321000', '0540470', '0222120', '0401610', '0327000', '0904070', '0409480']"
2429,MA10R0GK-2,达州市通川区华联职业技术培训学校,"['0343080', '0320000', '0002270', '0373020', '0220000', '0717140', '0244010', '0184840', '0164800', '0321000', '0540470', '0439000', '0401610', '0327000', '0904070', '0409480']"
2430,74026025-4,上海九晶电子材料股份,"['0211000', '0381570', '0400170', '0606600', '0507160', '0174070', '0449000', '0949000', '0772470', '0282270']"
2431,76161471-X,上海华雯电子新材料,"['0211000', '0381570', '0244010', '0104000', '0507160', '0174070', '0029210', '0449000', '0949000']"
2432,70301070-7,上海召业申凯电子材料,"['0211000', '0381570', '0176020', '0321000', '0500060', '0277100', '0507160', '0174070', '0449000', '0949000']"
2433,69576542-0,上海史笛威磁性材料,"['0211000', '0381570', '0500060', '0886050', '0532000', '0186320', '0950100', '0449000', '0949000']"
2434,73721053-9,临沂春光磁业,"['0280630', '0321210', '0506080', '0902120', '0186320', '0321000']"
2435,72881194-9,久智光电子材料科技,"['0278000', '0866000', '0902120', '0507160', '0174070', '0449000', '0949000', '0249000', '0540470']"
2436,71259251-8,义乌市先通电子材料,"['0400030', '0271270', '0002270', '0242120', '0373020', '0507160', '0174070', '0449000', '0949000']"
2437,31361826-6,义乌市凯臻磁业,"['0400030', '0271270', '0002270', '0277100', '0151940', '0186320', '0321000']"
2438,67438875-0,乌兰察布市苏通电子材料,"['0271270', '0801010', '0309010', '0402270', '0002270', '0443300', '0373020', '0507160', '0174070', '0449000', '0949000']"
2439,59505111-3,乐山沃耐稀电子材料,"['0729040', '0227700', '0321840', '0142000', '0249270', '0507160', '0174070', '0449000', '0949000']"
2440,MA2999MH-1,乐清市鑫达磁业,"['0729040', '0351270', '0002270', '0801190', '0343080', '0186320', '0321000']"
2441,MA5ANTW5-4,乐金化学（广州）信息电子材料,"['0729040', '0801090', '0242100', '0904070', '0000000', '0002000', '0320000', '0000000', '0202610', '0263300', '0507160', '0174070', '0449000', '0949000']"
2442,68643468-9,佛山市三水区腾隆电子材料,"['0252270', '0227700', '0002270', '0101010', '0129000', '0717140', '0792270', '0772150', '0507160', '0174070', '0449000', '0949000']"
2443,MA4UH96E-1,佛山市三水晶彩美艺电子材料,"['0252270', '0227700', '0002270', '0101010', '0129000', '0606600', '0229220', '0808040', '0447170', '0507160', '0174070', '0449000', '0949000']"
2444,MA4UWRKH-6,佛山市中利迅电子材料,"['0252270', '0227700', '0002270', '0500060', '0229000', '0373010', '0507160', '0174070', '0449000', '0949000']"
2445,13836176-5,南通海隆磁业,"['0402270', '0373020', '0381570', '0772150', '0186320', '0321000']"
2446,59003353-0,南通瑞强磁业,"['0402270', '0373020', '0121270', '0162360', '0186320', '0321000']"
2447,25186600-1,南通瑞达电子材料,"['0402270', '0373020', '0121270', '0343080', '0507160', '0174070', '0449000', '0949000']"
2448,68111361-6,南通百正电子新材料股份,"['0402270', '0373020', '0106020', '0101010', '0507160', '0174070', '0029210', '0449000', '0949000', '0772470', '0282270']"
2449,30209672-2,南通盛鑫磁材,"['0402270', '0373020', '0531020', '0801190', '0186320', '0449000']"
2450,79126283-1,厦门尚达电子绝缘材料,"['0712470', '0370010', '0902270', '0343080', '0507160', '0174070', '0271170', '0271320', '0449000', '0949000']"
2451,07282968-6,厦门市勤为电子材料,"['0712470', '0370010', '0002270', '0441270', '0340270', '0507160', '0174070', '0449000', '0949000']"
2452,MA2N03D4-5,合肥中聚合臣电子材料,"['0806010', '0772170', '0500060', '0172320', '0806010', '0717120', '0507160', '0174070', '0449000', '0949000']"
2453,09673224-8,合肥亿珀电子材料,"['0806010', '0772170', '0272100', '0161020', '0507160', '0174070', '0449000', '0949000']"
2454,71728602-6,宁波招宝磁业,"['0302010', '0341470', '0570620', '0301030', '0186320', '0321000']"
2455,78043941-9,宁波捷安达电子绝缘材料,"['0302010', '0341470', '0550810', '0304040', '0343080', '0507160', '0174070', '0271170', '0271320', '0449000', '0949000']"
2456,08478002-3,宁波揽胜磁业,"['0302010', '0341470', '0580120', '0752100', '0186320', '0321000']"
2457,MA5ENXWH-7,深圳市志诚嘉电子材料,"['0371940', '0421000', '0002270', '0403310', '0337500', '0404610', '0507160', '0174070', '0449000', '0949000']"
2458,72985791-4,深圳市怀辉电子材料,"['0371940', '0421000', '0002270', '0910900', '0972540', '0507160', '0174070', '0449000', '0949000']"
2459,78595131-5,苏州龙昌电子材料,"['0443300', '0320000', '0430140', '0606000', '0507160', '0174070', '0449000', '0949000']"
2460,08624226-1,上会会计师事务所（特殊普通合伙）,"['0211000', '0807320', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2461,13270932-9,上海东华会计师事务所,"['0211000', '0381570', '0409040', '0244010', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210']"
2462,08288114-6,中兴华会计师事务所（特殊普通合伙）,"['0500060', '0908010', '0244010', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2463,40000782-6,中勤万信会计师事务所,"['0500060', '0441270', '0102270', '0202610', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210']"
2464,08197860-8,中审众环会计师事务所（特殊普通合伙）,"['0500060', '0305060', '0808800', '0111900', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2465,10206539-0,中建华会计师事务所,"['0500060', '0154000', '0244010', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210']"
2466,08737406-3,中汇会计师事务所（特殊普通合伙）,"['0500060', '0311100', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2467,MA01NKWE-6,中瑞诚会计师事务所（特殊普通合伙）,"['0500060', '0121270', '0337500', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2468,MA69N056-2,云栖智海会计师事务所,"['0107320', '0419640', '0866000', '0381570', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210']"
2469,07856324-1,亚太（集团）会计师事务所（特殊普通合伙）,"['0101020', '0400300', '0000000', '0209040', '0602400', '0000000', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
2470,08411925-1,众华会计师事务所（特殊普通合伙）,"['0808800', '0244010', '0807320', '0347000', '0210270', '0500070', '0274270', '0722210', '0000000', '0245410', '0152900', '0806010', '0373020', '0806010', '0292800', '0000000']"
