,enterprise_id,enterprise_name,enterprise_name_code
197,10409702-X,天津红日药业股份,"['0108040', '0351070', '0211120', '0601000', '0441270', '0321000', '0772470', '0282270']"
198,67423079-3,安徽美致诚药业,"['0304040', '0282400', '0808040', '0181400', '0337500', '0441270', '0321000']"
199,16410372-7,山东新华制药股份,"['0227700', '0409040', '0029210', '0244010', '0222000', '0441270', '0772470', '0282270']"
200,07826979-8,常州合全药业,"['0902270', '0320000', '0806010', '0801040', '0441270', '0321000']"
201,73217531-6,广东腾骏药业股份,"['0002000', '0409040', '0792270', '0731470', '0441270', '0321000', '0772470', '0282270']"
202,23113152-6,康美药业股份,"['0002990', '0808040', '0441270', '0321000', '0772470', '0282270']"
203,67597842-9,康龙化成（天津）药物制备技术,"['0002990', '0430140', '0242100', '0532000', '0000000', '0108040', '0351070', '0000000', '0441270', '0275200', '0222000', '0276040', '0540470', '0439000']"
204,74482771-3,延安必康制药股份,"['0124010', '0304040', '0330040', '0002990', '0222000', '0441270', '0772470', '0282270']"
205,74469326-8,德阳新诺赛制药,"['0242310', '0762000', '0029210', '0347640', '0308020', '0222000', '0441270']"
206,MA3MWQNB-4,日照巴洛特药业,"['0601000', '0673360', '0777170', '0371640', '0245410', '0441270', '0321000']"
207,67984727-4,江苏为真生物医药技术股份,"['0311120', '0443300', '0340270', '0408010', '0251000', '0275200', '0717180', '0441270', '0540470', '0439000', '0772470', '0282270']"
208,70404786-X,江苏恒瑞医药股份,"['0311120', '0443300', '0910160', '0121270', '0717180', '0441270', '0772470', '0282270']"
209,69547512-4,江苏鼎昊医药科技,"['0311120', '0443300', '0222270', '0608040', '0717180', '0441270', '0249000', '0540470']"
210,32309092-8,云南中海渔业,"['0107320', '0402270', '0500060', '0381570', '0371160', '0321000']"
211,MA497DU0-7,仙桃市张家垸养殖家庭农场,"['0222700', '0429130', '0002270', '0122340', '0302320', '0431120', '0802280', '0142120', '0302320', '0002410', '0407320', '0471270']"
212,MA59THQJ-X,何氏蹦蹦鱼（广州）生态渔业开发,"['0212200', '0727400', '0621270', '0621270', '0271060', '0000000', '0002000', '0320000', '0000000', '0251000', '0403330', '0371160', '0321000', '0104400', '0234070']"
213,MA44A921-8,卢氏县朱阳关刘家坡渔业养殖农民专业合作社,"['0212070', '0727400', '0777320', '0259000', '0762000', '0808040', '0024000', '0302320', '0441470', '0371160', '0321000', '0802280', '0142120', '0407320', '0777470', '0503020', '0321000', '0806010', '0282110', '0342100']"
214,35020427-3,台州广源渔业,"['0236000', '0320000', '0002000', '0311960', '0371160', '0321000']"
215,MA52UKBW-8,四会市兴富水产养殖,"['0602120', '0807320', '0002270', '0908010', '0306060', '0129000', '0002010', '0802280', '0142120']"
216,MA2AEJXC-6,宁波市鄞州区奥海远洋渔业,"['0302010', '0341470', '0002270', '0471270', '0320000', '0717140', '0278040', '0381570', '0313010', '0381510', '0371160', '0321000']"
217,MA2N0MRH-2,安徽长江渔歌渔业股份,"['0304040', '0282400', '0427300', '0311120', '0371160', '0176820', '0371160', '0321000', '0772470', '0282270']"
218,33082042-3,宿迁市苏渔水产科技,"['0302620', '0323040', '0002270', '0443300', '0371160', '0129000', '0002010', '0249000', '0540470']"
219,MA2YQT7G-8,尤溪县闽湖休闲渔业,"['0430120', '0321840', '0777320', '0371360', '0371200', '0242900', '0379040', '0371160', '0321000']"
220,MA63NTAL-0,峨边彝族自治县渔樵渡农业旅游开发,"['0237500', '0343020', '0274490', '0082840', '0260000', '0331600', '0777320', '0371160', '0409310', '0301470', '0407320', '0321000', '0082320', '0381470', '0104400', '0234070']"
221,MA5EQG47-7,广东大汇亚远洋渔业,"['0002000', '0409040', '0408000', '0311100', '0101020', '0313010', '0381510', '0371160', '0321000']"
222,MA5ALT8A-1,广东海祥渔业,"['0002000', '0409040', '0381570', '0382510', '0371160', '0321000']"
223,MA5AM3WF-X,广州宇顺渔业发展,"['0002000', '0320000', '0304010', '0210820', '0371160', '0321000', '0234070', '0772320']"
224,MA5AQ9NJ-3,广州锐沣渔业发展,"['0002000', '0320000', '0887120', '0351000', '0371160', '0321000', '0234070', '0772320']"
225,32261079-2,广西海蓝深海渔业,"['0002000', '0106040', '0381570', '0441020', '0371940', '0381570', '0371160', '0321000']"
226,MA744AY8-4,康乐县恒达渔业养殖农民专业合作社,"['0002990', '0729040', '0777320', '0910160', '0343080', '0371160', '0321000', '0802280', '0142120', '0407320', '0777470', '0503020', '0321000', '0806010', '0282110', '0342100']"
227,MA448U3B-2,开封市祥符区杜良乡渔兴源水产养殖农民专业合作社,"['0104400', '0441000', '0002270', '0382510', '0882430', '0717140', '0449100', '0307320', '0202020', '0371160', '0908010', '0311960', '0129000', '0002010', '0802280', '0142120', '0407320', '0777470', '0503020', '0321000', '0806010', '0282110', '0342100']"
228,MA0Q8GL1-X,扎赉特旗金福源水产养殖专业合作社,"['0520100', '0508020', '0245410', '0082810', '0801090', '0312660', '0311960', '0129000', '0002010', '0802280', '0142120', '0503020', '0321000', '0806010', '0282110', '0342100']"
229,MA781HW1-0,新疆天露南山渔业,"['0029210', '0111160', '0108040', '0101640', '0402270', '0227700', '0371160', '0321000']"
230,MA4CW9F7-7,洪湖市千湖渔歌水产养殖专业合作社,"['0341810', '0371200', '0002270', '0204000', '0371200', '0371160', '0176820', '0129000', '0002010', '0802280', '0142120', '0503020', '0321000', '0806010', '0282110', '0342100']"
231,MA2AN2YU-2,浙江兴邦远洋渔业,"['0321210', '0311120', '0908010', '0570270', '0313010', '0381510', '0371160', '0321000']"
232,MA487GCX-X,浠水县游甫咀养渔场,"['0341270', '0129000', '0777320', '0381470', '0532270', '0670120', '0802280', '0371160', '0471270']"
233,MA5T10NX-4,海南兴江渔业科技,"['0381570', '0402270', '0908010', '0311120', '0371160', '0321000', '0249000', '0540470']"
234,MA5RJJX3-0,海南鲜道鲜德渔业,"['0381570', '0402270', '0281510', '0383060', '0281510', '0242310', '0371160', '0321000']"
235,MA5RJJX3-1,海安裕丰渔业服务,"['0381570', '0304040', '0382680', '0500000', '0371160', '0321000', '0772470', '0274270']"
236,MA4916UH-4,湖北省长湖生态渔业发展,"['0371200', '0121100', '0906020', '0427300', '0371200', '0251000', '0403330', '0371160', '0321000', '0234070', '0772320']"
237,MA4M7AD2-9,湖南子非鱼渔业,"['0371200', '0402270', '0174070', '0111110', '0271060', '0371160', '0321000']"
238,MA51BMDJ-5,珠海市泓森渔业,"['0151900', '0381570', '0002270', '0321300', '0409940', '0371160', '0321000']"
239,MA4Q78KQ-8,益阳市大通湖区勤上水产养殖专业合作社,"['0801020', '0762000', '0002270', '0408000', '0373020', '0371200', '0717140', '0441270', '0211000', '0129000', '0002010', '0802280', '0142120', '0503020', '0321000', '0806010', '0282110', '0342100']"
240,72244875-5,佛山市海天调味食品股份,"['0252270', '0227700', '0002270', '0381570', '0108040', '0377200', '0650900', '0807320', '0606600', '0772470', '0282270']"
241,76292268-5,佛山市海天（高明）调味食品,"['0252270', '0227700', '0002270', '0381570', '0108040', '0000000', '0002270', '0670200', '0000000', '0377200', '0650900', '0807320', '0606600']"
242,58830642-1,佛山市茗福调味香料,"['0252270', '0227700', '0002270', '0446020', '0312660', '0377200', '0650900', '0206090', '0949000']"
243,MA51Y7XJ-7,佛山市酱承调味品,"['0252270', '0227700', '0002270', '0376040', '0172320', '0377200', '0650900', '0606600']"
244,30843045-3,保定味福源食品,"['0262940', '0308010', '0650900', '0312660', '0311960', '0807320', '0606600']"
245,21893016-3,保山市隆阳区黎明酱园,"['0262940', '0227700', '0002270', '0772150', '0762000', '0717140', '0279090', '0670200', '0376040', '0602120']"
246,93892883-8,包头市呱呱叫调味品,"['0277120', '0348000', '0002270', '0620300', '0620300', '0620000', '0377200', '0650900', '0606600']"
247,67284419-3,北京味香情调料食品厂,"['0121100', '0009060', '0650900', '0206090', '0950270', '0377200', '0949000', '0807320', '0606600', '0712000']"
248,74549751-7,北京香满家调味品厂,"['0121100', '0009060', '0206090', '0341270', '0302320', '0377200', '0650900', '0606600', '0712000']"
249,71444910-9,四川清香园调味品股份,"['0602120', '0220000', '0351270', '0206090', '0602120', '0377200', '0650900', '0606600', '0772470', '0282270']"
250,79014399-6,安徽强旺调味食品,"['0304040', '0282400', '0162360', '0610140', '0377200', '0650900', '0807320', '0606600']"
251,73498208-2,安徽明珠调味食品,"['0304040', '0282400', '0670200', '0151900', '0377200', '0650900', '0807320', '0606600']"
252,71325982-1,常州市宁宁调味品,"['0902270', '0320000', '0002270', '0302010', '0302010', '0377200', '0650900', '0606600']"
253,57674177-6,常州鼎真味食品,"['0902270', '0320000', '0222270', '0408010', '0650900', '0807320', '0606600']"
254,72055232-1,常熟市鲜尔得调味食品厂,"['0902270', '0053310', '0002270', '0281510', '0279020', '0262410', '0377200', '0650900', '0807320', '0606600', '0712000']"
255,X1879704-6,广州市如丰果子调味食品,"['0002000', '0320000', '0002270', '0464000', '0500000', '0609040', '0174070', '0377200', '0650900', '0807320', '0606600']"
256,61775625-4,开平味事达调味品,"['0104400', '0104090', '0650900', '0500070', '0343080', '0377200', '0650900', '0606600']"
257,56204511-2,成都全一食品,"['0532000', '0476270', '0801040', '0100000', '0807320', '0606600']"
258,67430114-1,成都前进兴旺调味品,"['0532000', '0476270', '0802210', '0353000', '0908010', '0610140', '0377200', '0650900', '0606600']"
259,78811864-4,成都华军调味食品,"['0532000', '0476270', '0244010', '0375040', '0377200', '0650900', '0807320', '0606600']"
260,67715586-4,成都川友调味品,"['0532000', '0476270', '0220000', '0404070', '0377200', '0650900', '0606600']"
261,68633527-7,成都市大林调味品,"['0532000', '0476270', '0002270', '0408000', '0449900', '0377200', '0650900', '0606600']"
262,76538823-8,成都市富友绿色调味品,"['0532000', '0476270', '0002270', '0306060', '0404070', '0271990', '0277170', '0377200', '0650900', '0606600']"
263,61842640-9,李锦记（广州）食品,"['0404070', '0867270', '0377170', '0000000', '0002000', '0320000', '0000000', '0807320', '0606600']"
264,61774488-6,李锦记（新会）食品,"['0404070', '0867270', '0377170', '0000000', '0029210', '0807320', '0000000', '0807320', '0606600']"
265,78981468-4,河北中科天恩食品,"['0311200', '0121100', '0500060', '0249000', '0108040', '0603300', '0807320', '0606600']"
266,30820951-3,河北周黑鸭食品工业园,"['0311200', '0121100', '0772200', '0603310', '0675270', '0807320', '0606600', '0101020', '0321000', '0602120']"
267,70075370-8,河北御香坊食品,"['0311200', '0121100', '0272200', '0206090', '0401270', '0807320', '0606600']"
268,72187485-9,河南白象调味品,"['0311200', '0402270', '0260000', '0272320', '0377200', '0650900', '0606600']"
269,08238385-X,白银宝城食品,"['0260000', '0877320', '0301030', '0431500', '0807320', '0606600']"
270,MA6NFM1R-8,中冶南方（红河）气体,"['0500060', '0331600', '0402270', '0002270', '0000000', '0211120', '0311200', '0000000', '0800170', '0252300']"
271,MA44G0N6-0,义马金裕机械气体分,"['0400030', '0771270', '0801090', '0382680', '0479100', '0439500', '0800170', '0252300', '0802270']"
272,MA6KNQAN-4,云南安锋气体,"['0107320', '0402270', '0304040', '0877540', '0800170', '0252300']"
273,MA0NJK3H-4,内蒙古天茂气体,"['0402270', '0442320', '0406000', '0108040', '0442530', '0800170', '0252300']"
274,MA0Q249K-3,内蒙古海乐气体,"['0402270', '0442320', '0406000', '0381570', '0729040', '0800170', '0252300']"
275,MA0NJ3RF-4,包头市金丰气体,"['0277120', '0348000', '0002270', '0801090', '0500000', '0800170', '0252300']"
276,MA00ENWG-0,北京燕山石化液化空气气体,"['0121100', '0009060', '0443310', '0227700', '0106020', '0242100', '0301470', '0242100', '0301020', '0800170', '0800170', '0252300']"
277,MA47AQ37-2,南阳市医用氧气厂官庄分厂,"['0402270', '0762000', '0002270', '0717180', '0772200', '0805170', '0800170', '0712000', '0307770', '0002140', '0802270', '0712000']"
278,MA179HG7-X,吉林市博索德姆特种气体,"['0406010', '0449900', '0002270', '0430420', '0409030', '0242310', '0474500', '0245410', '0259060', '0800170', '0252300']"
279,MA0E32RF-6,唐山瑞能科泰工业气体,"['0002650', '0227700', '0121270', '0222120', '0249000', '0509090', '0101020', '0321000', '0800170', '0252300']"
280,MA0YR2UX-1,大连华奥荣润气体,"['0408000', '0343050', '0244010', '0278040', '0449040', '0371200', '0800170', '0252300']"
281,MA291CQL-4,宁波镇海炼化林德气体,"['0302010', '0341470', '0847810', '0381570', '0958940', '0242100', '0449900', '0242310', '0800170', '0252300']"
282,MA3Q66TG-0,山东飞源气体,"['0227700', '0409040', '0120130', '0311960', '0800170', '0252300']"
283,MA0GTGP4-5,山西兴业投资控股集团气体分,"['0227700', '0106040', '0908010', '0321000', '0570470', '0378020', '0530120', '0772470', '0209040', '0602400', '0800170', '0252300', '0802270']"
284,MA6TEDRG-9,日喀则润富气体,"['0601000', '0630640', '0728000', '0371200', '0306060', '0800170', '0252300']"
285,MA6NEGTQ-6,昆明安宁梅塞尔气体产品,"['0607120', '0670200', '0304040', '0302010', '0489570', '0301040', '0279020', '0800170', '0252300', '0002010', '0606600']"
286,MA1QFXB5-5,林德气体（泰兴）,"['0449900', '0242310', '0800170', '0252300', '0000000', '0509090', '0908010', '0000000']"
287,MA44BQMX-9,河南北氧康益气体科技,"['0311200', '0402270', '0121100', '0805170', '0002990', '0801020', '0800170', '0252300', '0249000', '0540470']"
288,MA3QC92W-0,济南福顺康气体,"['0301240', '0402270', '0312660', '0210820', '0002990', '0800170', '0252300']"
289,MA3C6LAL-9,济宁宝钢气体,"['0301240', '0302010', '0301030', '0877200', '0800170', '0252300']"
290,MA2A3EHH-1,浙江建航气体,"['0321210', '0311120', '0154000', '0204170', '0800170', '0252300']"
291,MA4895WC-6,液化空气（潜江）,"['0301470', '0242100', '0301020', '0800170', '0000000', '0351680', '0311120', '0000000']"
292,MA0MXH57-2,液化空气（达拉特旗）,"['0301470', '0242100', '0301020', '0800170', '0000000', '0343080', '0500180', '0245410', '0082810', '0000000']"
293,MA0E089J-4,滦州市首阳工业气体,"['0301940', '0320000', '0002270', '0806020', '0762000', '0101020', '0321000', '0800170', '0252300']"
294,MA49036U-4,瑞泽气体净化湖北,"['0121270', '0371540', '0800170', '0252300', '0371570', '0242100', '0371200', '0121100']"
295,MA2YKN1P-4,空气产品（晋江）电子气体,"['0301020', '0800170', '0002010', '0606600', '0000000', '0106010', '0311120', '0000000', '0507160', '0174070', '0800170', '0252300']"
296,MA0YT2QJ-2,空气产品（鞍山）气体,"['0301020', '0800170', '0002010', '0606600', '0000000', '0435440', '0227700', '0000000', '0800170', '0252300']"
297,MA6DL5HN-4,贵州省科创气体,"['0508020', '0320000', '0906020', '0249000', '0827000', '0800170', '0252300']"
298,MA0YYN24-1,辽宁黎明气体,"['0373020', '0302010', '0279090', '0670200', '0800170', '0252300']"
299,MA07NFUU-6,迁安市泽源气体,"['0323040', '0304040', '0002270', '0371540', '0311960', '0800170', '0252300']"
300,20134865-2,三亚市航运总,"['0101010', '0101020', '0002270', '0204170', '0313030', '0803360']"
301,75436673-8,三亚振源水上运输,"['0101010', '0101020', '0510320', '0311960', '0129000', '0211000', '0313030', '0485210']"
302,39560544-1,三亚星佳国际船务代理,"['0101010', '0101020', '0601050', '0242140', '0601030', '0712910', '0274610', '0274270', '0232400', '0161150']"
303,55025866-3,三峰靖江港务物流,"['0101010', '0277540', '0051270', '0311120', '0341170', '0274270', '0275200', '0301120']"
304,72583955-9,三门峡北方游船,"['0101010', '0370010', '0257800', '0121100', '0002270', '0381470', '0274610']"
305,63058267-4,上海万荣船务,"['0211000', '0381570', '0102270', '0449040', '0274610', '0274270']"
